CC / OVC,Company (Label),Position Country (Label),Legal Entity (Label),Physical Location (Location Name),Business unit (Label),Position Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Job Title,Position Position Title (Label),Work Contract (Picklist Label),Job Function (Label)
OVC,Komatsu Forklift,United States,Komatsu Forklift,Alsip (Forklift),Komatsu Forklift Stores,,Komatsu Forklift,Regular,Full-Time,Hourly,Chicago Road Ind Truck Mech Jm,Servicemen Chicago,NA - Chicago Road Ind Truck Mech Jm,Chgo Road Ind Trk Mech Jm,,
CC,KAC,United States,Komatsu America Corp.,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer IV,DESIGN ENGINEERING,Engineer IV,Engineer IV,,Engineering
CC,KAC,United States,Komatsu America Corp.,Home Office,Quadco,,Komatsu Forest,Regular,Full-Time,Salaried,"VP, Cutting Tools",Sales,"Executive Leadership - VP, Cutting Tools","VP, Cutting Tools",,Executive Leadership
CC,KAC,United States,Komatsu America Corp.,Cartersville,Product & Services,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Product Marketing Manager,Product Serv -Tracks,Product Marketing - Product Marketing Manager,Product Marketing Manager,,Product Marketing
CC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Scheduling Planner,Materials Management,Manufacturing - Scheduling Planner,Scheduling Planner,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Safety Coordinator,PMO-UNALLOCATED FACT,Manufacturing - Safety Coordinator,Safety Coordinator,Cler & Sten Sal (SD),Manufacturing
CC,KAC,United States,Komatsu America Corp.,Sahuarita (AZ Proving Grounds),NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer III,PROVING GROUNDS,Engineer III,Engineer III,,Engineering
CC,KAC,United States,Komatsu America Corp.,Home Office,Construction Equipment Sales,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Associate District Manager,Central Region Machi,Sales - Associate District Manager,District Manager,,Sales
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Product & Services,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Service Engineer,Product Serv-Quality,Tech Service - Service Engineer,Service Engineer,,Technical Service
CC,Timber Pro,United States,Timber Pro,Chicago Headquarters,Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Salaried,Product Manager,TimberPro AdminPay,Product Manager,Product Manager (Forest Products),,Product Marketing
CC,KAC,United States,Komatsu America Corp.,Home Office,Parts Sales & Marketing,Komatsu North America,Parts,Regular,Full-Time,Salaried,DPSM,West Rgn Part Sales,Parts Sales & Marketing - DPSM,DPSM,,Parts Sales & Marketing
CC,KAC,United States,Komatsu America Corp.,Home Office,Construction Equipment Sales,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,District Manager,Central Region Machi,Sales - District Manager,District Manager,,Sales
OVC,Komatsu Forklift,United States,Komatsu Forklift,Conyers (Forklift),Komatsu Forklift Stores,,Komatsu Forklift,Regular,Full-Time,Hourly,Road Service Technician,Svc Mechanics-Atl,Shop Technician - Road Service Technician,Road Service Technician,,Warehouse Distribution
OVC,Komatsu East,United States,Komatsu America Corp.,Harrisburg (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Hourly,3rd Class Mechanic,Harrisburg Service,3rd Class Mechanic,3rd Class Mechanic,,Warehouse Distribution
CC,KAC,United States,Komatsu America Corp.,Sahuarita (AZ Proving Grounds),NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Sr Heavy Equipment Operator,PROVING GROUNDS,Research & Development - Sr Heavy Equipment Operator,Sr Heavy Equipment Operator,Cler & Sten Sal (SD),Research & Development
CC,KAC,United States,Komatsu America Corp.,Chattanooga,Corporate Finance,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,"Manager, Accounting",SHARED SERV CTR KNA,"Accounting - Manager, Accounting","Manager, Accounting",,Accounting
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Product & Services,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Digital Solutions Analyst,Digital Solution KNA,Strategy & Innovation - Digital Solutions Analyst,Digital Solutions Analyst,,Strategy & Innovation
CC,KAC,United States,Komatsu America Corp.,Peoria,Corporate Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Accounting Coordinator,Haulage Finance,Accounting - Accounting Coordinator,Accounting Coordinator,Cler & Sten Sal (SD),Accounting
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Manufacturing - Shop Clerk,Shop Clerk,,Manufacturing
OVC,Komatsu West,United States,Komatsu America Corp.,Elko (KEC),Komatsu Equipment Company,,Komatsu Equipment Company,Regular,Full-Time,Hourly,Shop/Field Technician - U/N,Elko - Svc NonMgmt,Shop Technician - Shop/Field Technician - U/N,Autonomous Haulage System (AHS) Technician,,Warehouse Distribution
CC,Komatsu West,United States,Komatsu America Corp.,Salt Lake City (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Salaried,Credit Manager,Corp Admin-Accountng,Finance - Credit Manager,Credit Manager,,Finance
CC,Surface,United States,Letourneau Tech. America,Home Office,Manufacturing,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,General Sales Manager,MP_11_Portland Sales,Sales - General Sales Manager,Aftermarket Sales Manager,Tech & Spec Sal (SE),Sales
CC,KAC,United States,Komatsu America Corp.,Home Office,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Mining Service Manager,PRODUCT QUAL SUPPORT,Mining Service - Mining Service Manager,Mining Service Manager,,Mining Service
OVC,Komatsu East,United States,Komatsu America Corp.,Laurel (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Hourly,2nd Class Mechanic - NU,Laurel Service,2nd Class Mechanic - NU,2nd Class Mechanic - NU,,Warehouse Distribution
OVC,KAC,United States,Komatsu America Corp.,Home Office,Quadco,,Komatsu Forest,Regular,Full-Time,Salaried,Product Support Specialist,Sales,Product Support - Product Support Specialist,Product Support Specialist,,Product Support
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,PMO-ELEC TRK-ASSEM,Manufacturing - Mechanical Assembler,Mechanical Assembler,,Manufacturing
CC,Komatsu Forklift,United States,Komatsu Forklift,Conyers (Forklift),Komatsu Forklift Stores,,Komatsu Forklift,Regular,Full-Time,Salaried,Branch Manager,ADMIN GEN MTG-CHI,Operations - Branch Manager,Branch Manager,,Operations
OVC,Komatsu Forklift,United States,Komatsu Forklift,Long Beach (Forklift),Komatsu Forklift Stores,,Komatsu Forklift,Regular,Full-Time,Salaried,Dispatcher,SVC FIELD LONG BEACH,NA - Dispatcher,Dispatcher,Cler & Sten Sal (SD),
CC,Komatsu Forklift,United States,Komatsu Forklift,Home Office,Komatsu Forklift Not Stores,Komatsu North America,Komatsu Forklift,Regular,Full-Time,Salaried,District Sales Manager,FL Sales & Marketing,Sales - District Sales Manager,District Sales Manager,,Sales
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Human Resources,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,Facilities Assistant,KAC - FACILITIES KNA,Facilities - Facilities Assistant,Facilities Assistant,Cler & Sten Sal (SD),Facilities
OVC,KAC,United States,Komatsu America Corp.,Newberry,NMO Newberry,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Logistics Lead,NMO/WL Indirect Ware,Manufacturing - Logistics Lead,Logistics Lead,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,"Timber Pro- Shawano, WI",Forest Products Division,Komatsu North America,Komatsu Forest,Regular,Full-Time,Salaried,Engineer III,NA R&D USTC1,Engineer III,Engineer III,,Engineering
CC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Salaried,Production Supervisor,Timber Pro Invty/Ops,Manufacturing - Production Supervisor,R&D Supervisor,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Manufacturing - Shop Clerk,Shop Clerk,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,,Timber Pro,Regular,Full-Time,Hourly,TPI Shipping Clerk III,Timber Pro Invty/Ops,TPI Shipping Clerk III,Shipping Clerk III,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Trans Utility Worker,PEORIA MFG,Manufacturing - Trans Utility Worker,Trans Utility Worker,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Parts Coordinator,Timber Pro Invty/Ops,Parts - Parts Coordinator,Parts Coordinator,,Parts
CC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Salaried,Aftermarket Sales and Marketing Manager,Timber Pro Invty/Ops,Aftermarket Sales and Marketing Manager,Aftermarket Sales and Marketing Manager,,Aftermarket Support
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder II,Timber Pro Welding,Manufacturing - Welder II,Welder II,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,Assembler III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder III,Timber Pro Welding,Manufacturing - Welder III,Welder III,,Manufacturing
CC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Salaried,Buyer II,Timber Pro Invty/Ops,Buyer II,Senior Buyer,,Parts
OVC,Komatsu East,United States,Komatsu America Corp.,South Plainfield (KNE),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Hourly,Sr Field Technician 1,S. Plainfield Serv,Shop Technician - Sr Field Technician 1,Sr Field Technician 1,,Warehouse Distribution
CC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Salaried,Production Supervisor,Timber Pro Invty/Ops,Manufacturing - Production Supervisor,Production Supervisor,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder III,Timber Pro Welding,Manufacturing - Welder III,Welder III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Machinist III,TimberPro Mchn Shop,Manufacturing - Machinist III,Machinist III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Machinist III,TimberPro Mchn Shop,Manufacturing - Machinist III,Machinist Lead,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,Assembler III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Machinist III,TimberPro Mchn Shop,Manufacturing - Machinist III,Machinist III,,Manufacturing
CC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Salaried,Production Supervisor,Timber Pro Invty/Ops,Manufacturing - Production Supervisor,Production Supervisor,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,Lead Assembler (Uppers),,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,Assembler III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder III,Timber Pro Welding,Manufacturing - Welder III,Welder III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,R & D Assembly Specialist,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Painter III,TimberPro Paint Shop,Manufacturing - Painter III,Painter III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder III,Timber Pro Welding,Manufacturing - Welder III,Welder III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Machinist III,TimberPro Mchn Shop,Manufacturing - Machinist III,Machinist III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder III,Timber Pro Welding,Manufacturing - Welder III,Welder III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler II,Timber Pro Assembly,Manufacturing - Assembler II,Assembler II,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,Assembler III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Assembler III,Timber Pro Assembly,Manufacturing - Assembler III,Assembler III,,Manufacturing
OVC,Timber Pro,United States,Timber Pro,"Timber Pro- Shawano, WI",Timber Pro Inc,Komatsu North America,Timber Pro,Regular,Full-Time,Hourly,Welder III,Timber Pro Welding,Manufacturing - Welder III,Welder III,,Manufacturing
OVC,Komatsu East,United States,Komatsu America Corp.,Baltimore (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Hourly,4th Class Mechanic - NU,Baltimore Service,4th Class Mechanic - NU,4th Class Mechanic - NU,,Warehouse Distribution
OVC,Komatsu East,United States,Komatsu America Corp.,Baltimore (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Hourly,Mechanic Helper 2 - NU,Baltimore Service,Mechanic Helper 2 - NU,Mechanic Helper 2 - NU,,Warehouse Distribution
OVC,KAC,United States,Komatsu America Corp.,Newberry,NMO Newberry,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,NMO/WL Dir Assembly,Manufacturing - Assembler,Assembler,,Manufacturing
OVC,Komatsu East,United States,Komatsu America Corp.,Winslow (KNE),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Hourly,Sr Field Technician 1,Winslow Service,Sr Field Technician 1,Sr Field Technician 1,,Warehouse Distribution
OVC,Komatsu West,United States,Komatsu America Corp.,Gillette (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Hourly,Shop/Field Technician - W,Gillette-Svc NonMgmt,Shop Technician - Shop/Field Technician - W,Shop/Field Technician,,Warehouse Distribution
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,,Manufacturing,Regular,Full-Time,Salaried,PPC BOM Coordinator,CMO-PPCS,Production Planning - PPC BOM Coordinator,PPC BOM Coordinator,,Production Planning
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Strategy & Innovation,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,"Director, Digital Strategy",Digital Office KNA,"Director, Digital Strategy","Director, Digital Strategy",,Strategy & Innovation
